Sample	CDS_pos	Chromosome	gpos	exon	dpF	dpR
VHL_HC2	396	chr3	10188253	e2	140783	141944
VHL_HC2	397	chr3	10188254	e2	137237	142233
VHL_HC2	398	chr3	10188255	e2	134553	142186
VHL_HC2	399	chr3	10188256	e2	133305	142101
VHL_HC2	400	chr3	10188257	e2	132850	142128
VHL_HC2	401	chr3	10188258	e2	132677	141903
VHL_HC2	402	chr3	10188259	e2	132975	142216
VHL_HC2	403	chr3	10188260	e2	130842	141920
VHL_HC2	404	chr3	10188261	e2	130277	141874
VHL_HC2	405	chr3	10188262	e2	129886	141693
VHL_HC2	406	chr3	10188263	e2	127951	141088
VHL_HC2	407	chr3	10188264	e2	128420	141101
VHL_HC2	408	chr3	10188265	e2	125855	141006
VHL_HC2	409	chr3	10188266	e2	125707	140812
VHL_HC2	410	chr3	10188267	e2	125742	140684
VHL_HC2	411	chr3	10188268	e2	125757	140396
VHL_HC2	412	chr3	10188269	e2	124125	140059
VHL_HC2	413	chr3	10188270	e2	123613	140045
VHL_HC2	414	chr3	10188271	e2	122825	139926
VHL_HC2	415	chr3	10188272	e2	122373	139704
VHL_HC2	416	chr3	10188273	e2	120636	139492
VHL_HC2	417	chr3	10188274	e2	120149	139408
VHL_HC2	418	chr3	10188275	e2	119607	139389
VHL_HC2	419	chr3	10188276	e2	119456	139270
VHL_HC2	420	chr3	10188277	e2	119464	139144
VHL_HC2	421	chr3	10188278	e2	119090	138974
VHL_HC2	422	chr3	10188279	e2	114781	139234
VHL_HC2	423	chr3	10188280	e2	114213	139051
VHL_HC2	424	chr3	10188281	e2	103739	138586
VHL_HC2	425	chr3	10188282	e2	103705	138173
VHL_HC2	426	chr3	10188283	e2	98253	138747
VHL_HC2	427	chr3	10188284	e2	98014	137586
VHL_HC2	428	chr3	10188285	e2	97861	138451
VHL_HC2	429	chr3	10188286	e2	97874	138514
VHL_HC2	430	chr3	10188287	e2	86442	138529
VHL_HC2	431	chr3	10188288	e2	82152	138380
VHL_HC2	432	chr3	10188289	e2	81254	135750
VHL_HC2	433	chr3	10188290	e2	79930	307
VHL_HC2	434	chr3	10188291	e2	75335	310
VHL_HC2	435	chr3	10188292	e2	71064	310
VHL_HC2	436	chr3	10188293	e2	70961	311
VHL_HC2	437	chr3	10188294	e2	68491	311
VHL_HC2	438	chr3	10188295	e2	66949	311
VHL_HC2	439	chr3	10188296	e2	65685	311
VHL_HC2	440	chr3	10188297	e2	53877	299
VHL_HC2	441	chr3	10188298	e2	64792	311
VHL_HC2	442	chr3	10188299	e2	60846	328
VHL_HC2	443	chr3	10188300	e2	60822	337
VHL_HC2	444	chr3	10188301	e2	59699	337
VHL_HC2	445	chr3	10188302	e2	59608	347
VHL_HC2	446	chr3	10188303	e2	58909	346
VHL_HC2	447	chr3	10188304	e2	58800	354
VHL_HC2	448	chr3	10188305	e2	58044	354
VHL_HC2	449	chr3	10188306	e2	57694	354
VHL_HC2	450	chr3	10188307	e2	55817	354
VHL_HC2	451	chr3	10188308	e2	55578	372
VHL_HC2	452	chr3	10188309	e2	53689	387
VHL_HC2	453	chr3	10188310	e2	53181	387
VHL_HC2	454	chr3	10188311	e2	51196	436
VHL_HC2	455	chr3	10188312	e2	48581	436
VHL_HC2	456	chr3	10188313	e2	47285	447
VHL_HC2	457	chr3	10188314	e2	46565	447
VHL_HC2	458	chr3	10188315	e2	44604	447
VHL_HC2	459	chr3	10188316	e2	43045	448
VHL_HC2	460	chr3	10188317	e2	42113	448
VHL_HC2	461	chr3	10188318	e2	41121	448
VHL_HC2	462	chr3	10188319	e2	38187	458
VHL_HC2	463	chr3	10188320	e2	36847	458
VHL_HC2	464	chr3	10191471	e3	38467	57227
VHL_HC2	465	chr3	10191472	e3	36326	60708
VHL_HC2	466	chr3	10191473	e3	34620	61671
VHL_HC2	467	chr3	10191474	e3	34014	62795
VHL_HC2	468	chr3	10191475	e3	33603	64072
VHL_HC2	469	chr3	10191476	e3	32705	66931
VHL_HC2	470	chr3	10191477	e3	32010	67511
VHL_HC2	471	chr3	10191478	e3	31073	68781
VHL_HC2	472	chr3	10191479	e3	30560	69306
VHL_HC2	473	chr3	10191480	e3	29684	70251
VHL_HC2	474	chr3	10191481	e3	28829	70877
VHL_HC2	475	chr3	10191482	e3	28391	71518
VHL_HC2	476	chr3	10191483	e3	28026	71888
VHL_HC2	477	chr3	10191484	e3	27029	75057
VHL_HC2	478	chr3	10191485	e3	26592	76091
VHL_HC2	479	chr3	10191486	e3	25762	76506
VHL_HC2	480	chr3	10191487	e3	25447	77699
VHL_HC2	481	chr3	10191488	e3	25242	78785
VHL_HC2	482	chr3	10191489	e3	23598	81526
VHL_HC2	483	chr3	10191490	e3	23473	82981
VHL_HC2	484	chr3	10191491	e3	22798	83740
VHL_HC2	485	chr3	10191492	e3	21613	86174
VHL_HC2	486	chr3	10191493	e3	21190	87583
VHL_HC2	487	chr3	10191494	e3	19594	88799
VHL_HC2	488	chr3	10191495	e3	19103	89537
VHL_HC2	489	chr3	10191496	e3	18858	89947
VHL_HC2	490	chr3	10191497	e3	18766	90885
VHL_HC2	491	chr3	10191498	e3	17190	91897
VHL_HC2	492	chr3	10191499	e3	16575	94790
VHL_HC2	493	chr3	10191500	e3	16248	95909
VHL_HC2	494	chr3	10191501	e3	15406	96332
VHL_HC2	495	chr3	10191502	e3	14841	97257
VHL_HC2	496	chr3	10191503	e3	14266	98809
VHL_HC2	497	chr3	10191504	e3	13510	99130
VHL_HC2	498	chr3	10191505	e3	12826	99725
VHL_HC2	499	chr3	10191506	e3	11661	99810
VHL_HC2	500	chr3	10191507	e3	10583	100174
VHL_HC2	501	chr3	10191508	e3	10567	101061
VHL_HC2	502	chr3	10191509	e3	10368	101987
VHL_HC2	503	chr3	10191510	e3	9048	102322
VHL_HC2	504	chr3	10191511	e3	9037	103135
VHL_HC2	505	chr3	10191512	e3	8823	103554
VHL_HC2	506	chr3	10191513	e3	8821	104599
VHL_HC2	507	chr3	10191514	e3	8555	105793
VHL_HC2	508	chr3	10191515	e3	8210	107137
VHL_HC2	509	chr3	10191516	e3	7925	107325
VHL_HC2	510	chr3	10191517	e3	7428	107341
VHL_HC2	511	chr3	10191518	e3	6000	109602
VHL_HC2	512	chr3	10191519	e3	6000	109983
VHL_HC2	513	chr3	10191520	e3	5687	110183
VHL_HC2	514	chr3	10191521	e3	5602	110258
VHL_HC2	515	chr3	10191522	e3	5429	111782
VHL_HC2	516	chr3	10191523	e3	5447	112626
VHL_HC2	517	chr3	10191524	e3	106632	113192
VHL_HC2	518	chr3	10191525	e3	106793	114386
VHL_HC2	519	chr3	10191526	e3	106936	114924
VHL_HC2	520	chr3	10191527	e3	106085	115338
VHL_HC2	521	chr3	10191528	e3	106446	115668
VHL_HC2	522	chr3	10191529	e3	106011	116079
VHL_HC2	523	chr3	10191530	e3	106226	116196
VHL_HC2	524	chr3	10191531	e3	105679	115984
VHL_HC2	525	chr3	10191532	e3	105409	116154
VHL_HC2	526	chr3	10191533	e3	105465	116083
VHL_HC2	527	chr3	10191534	e3	104923	115986
VHL_HC2	528	chr3	10191535	e3	104536	116082
VHL_HC2	529	chr3	10191536	e3	104422	116053
VHL_HC2	530	chr3	10191537	e3	104374	116029
VHL_HC2	531	chr3	10191538	e3	104228	116004
VHL_HC2	532	chr3	10191539	e3	103853	115971
VHL_HC2	533	chr3	10191540	e3	103956	115976
VHL_HC2	534	chr3	10191541	e3	103878	115771
VHL_HC2	535	chr3	10191542	e3	104107	115948
VHL_HC2	536	chr3	10191543	e3	104026	115919
VHL_HC2	537	chr3	10191544	e3	103960	115886
VHL_HC2	538	chr3	10191545	e3	104018	115729
VHL_HC2	539	chr3	10191546	e3	103920	115738
VHL_HC2	540	chr3	10191547	e3	103870	115732
VHL_HC2	541	chr3	10191548	e3	103923	115934
VHL_HC2	542	chr3	10191549	e3	103966	116066
VHL_HC2	543	chr3	10191550	e3	104012	116045
VHL_HC2	544	chr3	10191551	e3	104026	116203
VHL_HC2	545	chr3	10191552	e3	103885	115873
VHL_HC2	546	chr3	10191553	e3	103964	116963
VHL_HC2	547	chr3	10191554	e3	103816	116884
VHL_HC2	548	chr3	10191555	e3	103697	116806
VHL_HC2	549	chr3	10191556	e3	99046	117200
VHL_HC2	550	chr3	10191557	e3	98496	117131
VHL_HC2	551	chr3	10191558	e3	98184	116707
VHL_HC2	552	chr3	10191559	e3	97978	2457
VHL_HC2	553	chr3	10191560	e3	97672	2592
VHL_HC2	554	chr3	10191561	e3	97411	3507
VHL_HC2	555	chr3	10191562	e3	96386	3787
VHL_HC2	556	chr3	10191563	e3	95269	4205
VHL_HC2	557	chr3	10191564	e3	94652	4550
VHL_HC2	558	chr3	10191565	e3	94786	4926
VHL_HC2	559	chr3	10191566	e3	94127	5750
VHL_HC2	560	chr3	10191567	e3	93781	5810
VHL_HC2	561	chr3	10191568	e3	93614	5809
VHL_HC2	562	chr3	10191569	e3	92717	6038
VHL_HC2	563	chr3	10191570	e3	92528	6508
VHL_HC2	564	chr3	10191571	e3	91151	7127
VHL_HC2	565	chr3	10191572	e3	90695	7475
VHL_HC2	566	chr3	10191573	e3	90493	7660
VHL_HC2	567	chr3	10191574	e3	90048	8065
VHL_HC2	568	chr3	10191575	e3	89043	8486
VHL_HC2	569	chr3	10191576	e3	88848	8653
VHL_HC2	570	chr3	10191577	e3	87884	8655
VHL_HC2	571	chr3	10191578	e3	88063	8763
VHL_HC2	572	chr3	10191579	e3	87069	9008
VHL_HC2	573	chr3	10191580	e3	85921	9000
VHL_HC2	574	chr3	10191581	e3	84680	9013
VHL_HC2	575	chr3	10191582	e3	84077	9555
VHL_HC2	576	chr3	10191583	e3	83247	9853
VHL_HC2	577	chr3	10191584	e3	83398	10086
VHL_HC2	578	chr3	10191585	e3	82667	11006
VHL_HC2	579	chr3	10191586	e3	82109	11881
VHL_HC2	580	chr3	10191587	e3	81764	12594
VHL_HC2	581	chr3	10191588	e3	81692	13065
VHL_HC2	582	chr3	10191589	e3	80837	13851
VHL_HC2	583	chr3	10191590	e3	79730	14344
VHL_HC2	584	chr3	10191591	e3	79972	15037
VHL_HC2	585	chr3	10191592	e3	79420	15288
VHL_HC2	586	chr3	10191593	e3	78952	16434
VHL_HC2	587	chr3	10191594	e3	77849	17032
VHL_HC2	588	chr3	10191595	e3	77386	18799
VHL_HC2	589	chr3	10191596	e3	77158	19002
VHL_HC2	590	chr3	10191597	e3	76455	20548
VHL_HC2	591	chr3	10191598	e3	75452	20853
VHL_HC2	592	chr3	10191599	e3	74624	21220
VHL_HC2	593	chr3	10191600	e3	74473	21805
VHL_HC2	594	chr3	10191601	e3	72885	22879
VHL_HC2	595	chr3	10191602	e3	72325	23916
VHL_HC2	596	chr3	10191603	e3	71666	24883
VHL_HC2	597	chr3	10191604	e3	69968	25376
VHL_HC2	598	chr3	10191605	e3	69386	25869
VHL_HC2	599	chr3	10191606	e3	65906	26440
VHL_HC2	600	chr3	10191607	e3	64488	26669
VHL_HC2	601	chr3	10191608	e3	63792	26952
VHL_HC2	602	chr3	10191609	e3	63576	27408
VHL_HC2	603	chr3	10191610	e3	62267	28177
VHL_HC2	604	chr3	10191611	e3	61585	28276
VHL_HC2	605	chr3	10191612	e3	60158	28594
VHL_HC2	606	chr3	10191613	e3	58910	28594
VHL_HC2	607	chr3	10191614	e3	57790	28700
VHL_HC2	608	chr3	10191615	e3	55986	28818
VHL_HC2	609	chr3	10191616	e3	54123	28875
VHL_HC2	610	chr3	10191617	e3	53279	29047
VHL_HC2	611	chr3	10191618	e3	52593	29044
VHL_HC2	612	chr3	10191619	e3	52309	29156
VHL_HC2	613	chr3	10191620	e3	51692	29163
VHL_HC2	614	chr3	10191621	e3	47181	29588
VHL_HC2	615	chr3	10191622	e3	46333	29652
VHL_HC2	616	chr3	10191623	e3	46098	29964
VHL_HC2	617	chr3	10191624	e3	44850	29961
VHL_HC2	618	chr3	10191625	e3	43324	29964
VHL_HC2	619	chr3	10191626	e3	41948	29962
VHL_HC2	620	chr3	10191627	e3	41787	29957
VHL_HC2	621	chr3	10191628	e3	40354	29961
VHL_HC2	622	chr3	10191629	e3	39023	30183
VHL_HC2	623	chr3	10191630	e3	39011	30231
VHL_HC2	624	chr3	10191631	e3	38598	30232
VHL_HC2	625	chr3	10191632	e3	36285	30222
VHL_HC2	626	chr3	10191633	e3	36180	30220
VHL_HC2	627	chr3	10191634	e3	34837	30214
VHL_HC2	628	chr3	10191635	e3	33114	30200
VHL_HC2	629	chr3	10191636	e3	31332	30184
VHL_HC2	630	chr3	10191637	e3	30118	30202
VHL_HC2	631	chr3	10191638	e3	30055	30195
VHL_HC2	632	chr3	10191639	e3	29773	30193
VHL_HC2	633	chr3	10191640	e3	29032	30120
VHL_HC2	634	chr3	10191641	e3	28370	30203
VHL_HC2	635	chr3	10191642	e3	28353	30340
VHL_HC2	636	chr3	10191643	e3	27974	30332
VHL_HC2	637	chr3	10191644	e3	26186	30330
VHL_HC2	638	chr3	10191645	e3	25669	30329
VHL_HC2	639	chr3	10191646	e3	24024	30321
